case_id,scenario,expected_verdict,actual_verdict,jobId,status,error
forge_x_reject_018,reject,reject,warn,378985ff-7b9a-4d23-94c7-f5995b10b062,ok,
forge_x_reject_019,reject,reject,warn,66166099-9815-4c0e-8b5f-feade3e6c53a,ok,
forge_x_reject_020,reject,reject,warn,e880f945-2283-4fa6-8872-3ba9204f550d,ok,
forge_x_ocr_noise_001,ocr_noise,blocked,reject,8b24ebfb-6a2b-4b6c-990f-a2f0e8fa5965,ok,
forge_x_ocr_noise_002,ocr_noise,blocked,reject,25f54cf9-f06d-48f7-94b9-8e49430bee62,ok,
forge_x_ocr_noise_003,ocr_noise,blocked,reject,7600a6e2-f1d5-4c85-a07f-2b8661560011,ok,
forge_x_ocr_noise_004,ocr_noise,blocked,reject,34bb8677-987d-47f7-9d75-87d73907f410,ok,
forge_x_ocr_noise_005,ocr_noise,blocked,reject,1523dad8-bbfb-4a18-9a82-bad0ee1b0c60,ok,
forge_x_ocr_noise_006,ocr_noise,blocked,reject,1d1d12db-b12a-459d-a949-b05b7fbab13e,ok,
forge_x_ocr_noise_007,ocr_noise,blocked,reject,92272fbc-62ca-49db-8940-e26fa79f557e,ok,
forge_x_ocr_noise_008,ocr_noise,blocked,warn,6822da09-4934-447d-a95e-8372ba7911ca,ok,
forge_x_ocr_noise_009,ocr_noise,blocked,reject,eb2ec1f5-8c63-49b9-b166-64d484e24b17,ok,
forge_x_ocr_noise_010,ocr_noise,blocked,reject,aa7edd9c-5f9e-4a78-be58-704b93b70ae6,ok,
forge_x_ocr_noise_011,ocr_noise,blocked,reject,63001966-004b-4443-adf3-8915a4fdc6a1,ok,
forge_x_ocr_noise_012,ocr_noise,blocked,reject,e1657ee8-2b9f-4c84-b7f4-ea998164c466,ok,
forge_x_ocr_noise_013,ocr_noise,blocked,warn,c5aeba4b-4164-4066-8dae-5e5ecbb87d9f,ok,
forge_x_ocr_noise_014,ocr_noise,blocked,reject,58c89211-10b0-4d79-a462-5d43f3456738,ok,
forge_x_ocr_noise_015,ocr_noise,blocked,reject,298aaab5-3ef8-453e-a586-d7324398bc4b,ok,
forge_x_sanctions_tbml_shell_002,sanctions_tbml_shell,reject,warn,ba1f66a8-e2f9-4786-9e33-9207820b20b2,ok,
forge_x_sanctions_tbml_shell_004,sanctions_tbml_shell,reject,warn,1437f580-8e1f-40d7-8ff7-849106dce430,ok,
forge_x_sanctions_tbml_shell_006,sanctions_tbml_shell,reject,warn,683df8de-27c2-4df5-92e2-d9a359eff043,ok,
forge_x_sanctions_tbml_shell_007,sanctions_tbml_shell,reject,warn,e3e8a455-fbdb-4d17-a3ee-6dec1a1702c3,ok,
forge_x_sanctions_tbml_shell_009,sanctions_tbml_shell,reject,warn,f3126b34-0e9a-43bd-80dd-5b24caed222a,ok,
forge_x_sanctions_tbml_shell_011,sanctions_tbml_shell,reject,warn,b26b35ce-fe6a-4a4c-ac23-e9351249bf14,ok,
forge_x_sanctions_tbml_shell_012,sanctions_tbml_shell,reject,warn,bf97f818-c0dc-49fc-a3d4-252612547889,ok,
forge_x_sanctions_tbml_shell_013,sanctions_tbml_shell,reject,warn,6bf466f3-ee6c-4033-ac4a-1db98a02bb5b,ok,
forge_x_sanctions_tbml_shell_015,sanctions_tbml_shell,reject,warn,c2d7182d-0ff9-4959-8bc8-cc2e7629e938,ok,
